time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,startup,40.622089960945196,295.3468045606756,0.13800973643659256,96.43491714933988,0,normal
0.1,startup,40.64281940319422,299.33700460981987,0.13381897759357553,96.14676365572926,0,normal
0.2,startup,40.74200719334779,298.43862717891227,0.16260046739431827,104.82261622789277,0,normal
0.3,startup,39.630330474884765,296.23807699987566,0.13278343382398777,102.5692480008159,0,normal
0.4,startup,41.70050324218494,294.29404435698945,0.13953589428620145,100.42741473324597,0,normal
0.5,startup,41.90207923947304,300.760234884215,0.16636064815168694,108.60519290117612,0,normal
0.6,startup,41.09106377557769,304.6940193492039,0.1418594339596311,106.63268701575224,0,normal
0.7,startup,41.03295671618398,304.2064887843611,0.17066785020704217,111.57519451955395,0,normal
0.8,startup,41.79196733228627,302.2248089359961,0.1488077332997032,116.10644729149064,0,normal
0.9,startup,42.04463193370796,302.58295020042596,0.15274090061897386,111.098713715667,0,normal
1.0,startup,40.293710776899566,305.8218932693563,0.16747411535341422,119.62660619161888,0,normal
1.1,startup,43.01245569176607,302.13161648803174,0.1528376309918303,125.72904232728483,0,normal
1.2,startup,43.51076683762578,306.797452003195,0.14750263656067047,123.87091835759179,0,normal
1.3,startup,42.88467897237898,307.13840611358705,0.15999661340159405,124.54105515975124,0,normal
1.4,startup,43.963522645468046,308.4938069799933,0.1450157845764328,134.47661839227925,0,normal
1.5,startup,42.500001995515944,317.62714779329457,0.14304072330356898,120.05938313473952,0,normal
1.6,startup,42.159651946097256,312.9158941996138,0.1482778019801292,129.08979053185703,0,normal
1.7,startup,42.26367592195157,311.8741611711181,0.16196435183573463,133.86975640874996,0,normal
1.8,startup,43.528982300083385,313.487272601748,0.1553638261499544,143.57518291474966,0,normal
1.9,startup,43.39198805661812,315.8177263374406,0.1635954475143634,133.46348474171222,0,normal
2.0,startup,43.253511612230746,318.38740579454907,0.14896815938812624,144.92591647209343,0,normal
2.1,startup,45.18419548154223,308.670780822691,0.14417264489462875,143.4853764021812,0,normal
2.2,startup,44.18894743532694,321.36451437627153,0.14607499464702303,147.57718502651784,0,normal
2.3,startup,44.16387881882626,318.17227142559534,0.14666334243911142,139.90156991390336,0,normal
2.4,startup,44.73521180978528,321.28575496550957,0.15418797809674697,150.1823619547081,0,normal
2.5,startup,45.70149418837062,320.87518383476066,0.14140918271538608,144.49173225062972,0,normal
2.6,startup,44.93135932499882,323.2351755880495,0.16517686963094025,154.10820577082976,0,normal
2.7,startup,45.495065149791316,320.1760021820364,0.14460964242087201,154.86946242149023,0,normal
2.8,startup,46.53755858927573,324.46839443815816,0.16669049796446764,149.27087732711766,0,normal
2.9,startup,46.62587447004297,323.853006704969,0.15408397987707534,160.881521245451,0,normal
3.0,startup,45.72170407941135,326.8461036087582,0.14405356866400978,148.34711715081738,0,normal
3.1,startup,45.153749955144875,324.2380435774791,0.15321521471739283,158.68514100445998,0,normal
3.2,startup,46.69400724451517,323.8317799122969,0.14354494058255177,156.2803645091428,0,normal
3.3,startup,46.67791354174398,331.2556464475889,0.15342515164287956,165.13326347127574,0,normal
3.4,startup,47.89470323505476,324.1950175452739,0.13455946344775932,172.04227880860068,0,normal
3.5,startup,45.83654833192859,329.47337590053513,0.15159586632145294,175.77766073381272,0,normal
3.6,startup,48.826163130945474,333.3606601780816,0.14909191653056383,176.53069634413814,0,normal
3.7,startup,49.589053773427906,331.13632268081034,0.17212970928234522,169.48222412577485,0,normal
3.8,startup,48.08008690743999,332.1541785233738,0.12950341855744443,175.95853555763512,0,normal
3.9,startup,48.35489341024826,334.5077922125339,0.16766585631911649,175.84325671798825,0,normal
4.0,startup,48.661128527734284,336.2982020490863,0.1533741676768877,179.27712183354097,0,normal
4.1,startup,48.70646656390079,336.07178239026877,0.1563133076920575,183.56660783609092,0,normal
4.2,startup,49.08772248591852,333.02826391454624,0.15807288700890293,189.59481364865485,0,normal
4.3,startup,49.846430619502534,339.0284324488313,0.14812570434371317,176.12372053312558,0,normal
4.4,startup,50.36545724621814,341.1666428268166,0.16914641925718846,190.805282699281,0,normal
4.5,startup,49.62756533496272,339.64744005712015,0.15753750392083904,184.6276704227827,0,normal
4.6,startup,48.99507804753767,340.24934747474407,0.1569700535485843,195.53346300543492,0,normal
4.7,startup,50.46584281485859,338.02809473638837,0.15570123908866515,198.26461319331057,0,normal
4.8,startup,50.1349113537954,342.87897737468444,0.12418133020289943,190.94772438615524,0,normal
4.9,startup,50.834451388660106,348.30517755567706,0.13664485733216414,198.5863623336267,0,normal
5.0,startup,51.670216894313945,346.22141581672014,0.17227653676132018,203.53981751507192,0,normal
5.1,startup,49.8373887755278,346.3324086905233,0.15901579978841915,209.26419044723843,0,normal
5.2,startup,52.25720692084829,348.8754479391068,0.13798918386458423,205.68647009896202,0,normal
5.3,startup,51.61946444558068,343.3577706898356,0.15697171548279729,203.54528406369198,0,normal
5.4,startup,51.53152871783094,352.1705521231388,0.16864255068712147,217.92432465344208,0,normal
5.5,startup,51.028444078726636,345.1862435728116,0.15561720938091175,205.5574519096078,0,normal
5.6,startup,52.63926900904408,351.279643544737,0.17335786464661085,211.94728661892475,0,normal
5.7,startup,53.01122862460052,353.4521071043232,0.1521887225399446,214.4848887746271,0,normal
5.8,startup,51.48217288932936,348.3040597755447,0.1687905741557509,222.49022456509533,0,normal
5.9,startup,52.94142994221922,359.68466670390984,0.15357584051716222,224.72939628601733,0,normal
6.0,startup,50.61125340646971,356.225200996172,0.172009166500486,222.86340759336798,0,normal
6.1,startup,52.099075363894265,359.4304233187717,0.16451725721977256,228.94781325156345,0,normal
6.2,startup,51.4002296931749,355.49563707167357,0.16059892755100136,222.14836989982862,0,normal
6.3,startup,54.4913677952841,354.5708848586851,0.14884542764880923,233.52234001092015,0,normal
