time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,startup,40.95782355535735,300.70965157320774,0.14872463166915292,99.74728392059411,0,normal
0.1,startup,38.88764630042605,303.7300358842986,0.13399271094769727,107.2147625330551,0,normal
0.2,startup,41.433599739650745,300.4930216795078,0.16018422809848804,109.338656956671,0,normal
0.3,startup,41.77051815014015,302.17390626802353,0.15863058735871824,110.1821466171489,0,normal
0.4,startup,38.94694901288086,301.5846540404858,0.1571336672696685,111.00906054590028,0,normal
0.5,startup,42.636563149864465,301.45523475940126,0.15222383566396613,104.20855267765023,0,normal
0.6,startup,42.571018667362864,303.5654567116223,0.18045144841773947,108.81244385354422,0,normal
0.7,startup,40.91465686875319,303.35150887369434,0.14353343623176204,115.94874914907568,0,normal
0.8,startup,44.004845243266786,310.9832232485992,0.14375768661765498,113.19069178863204,0,normal
0.9,startup,42.6290458091232,307.20157362458895,0.14345624636938853,111.27574739829379,0,normal
1.0,startup,43.067010498314026,310.2982075127553,0.14417774070585074,119.76292871248698,0,normal
1.1,startup,43.77034589695043,307.92189705898403,0.14546799646439726,126.75582516726861,0,normal
1.2,startup,41.617635748723,312.45762757688635,0.14311511896799226,120.83382821524872,0,normal
1.3,startup,43.30554225991711,314.0035048892019,0.15067135092585512,128.3865749574285,0,normal
1.4,startup,42.158217041771046,316.0928952155748,0.15301234825722565,135.112983104975,0,normal
1.5,startup,44.34738663079084,314.19725594466354,0.15593485001349,131.61183374697123,0,normal
1.6,startup,44.024950768261654,314.8530444514003,0.1594447520753391,135.84209566028397,0,normal
1.7,startup,44.33041177609453,315.9632417304755,0.14883573289806362,135.68962076389394,0,normal
1.8,startup,46.17054670152907,313.63415207816234,0.13869792004488118,142.65278832441908,0,normal
1.9,startup,44.863592564766826,317.0932717439274,0.1592294747605424,133.4568409091137,0,normal
2.0,startup,46.05166132212075,319.0390470419854,0.14288195375653098,134.93016234317255,0,normal
2.1,startup,44.19598056848167,323.41793870513237,0.1752786029204188,136.33264989411688,0,normal
2.2,startup,45.47383405443334,320.4121843031639,0.15330200581046544,136.59169070387696,0,normal
2.3,startup,46.78051676945586,329.02621335723916,0.14596563029120674,152.16551282548505,0,normal
2.4,startup,46.18612595156733,323.975903158925,0.16607112408372293,149.27108867416402,0,normal
2.5,startup,46.2700529925473,327.7416107057917,0.13755671328102984,153.8236319185264,0,normal
2.6,startup,43.80426071893749,326.04782834877767,0.15389986223394972,148.24853045328675,0,normal
2.7,startup,46.37779261543211,320.0303657805163,0.15145390916198057,150.75099076628942,0,normal
2.8,startup,46.23277935538641,326.18394128535687,0.1584217986846672,148.4194531590574,0,normal
2.9,startup,45.806566672057734,326.10761829637244,0.14821201188902355,165.44247030505372,0,normal
3.0,startup,47.10600947642892,330.0683736830615,0.14643636116458705,156.3012787190986,0,normal
3.1,startup,47.72079543747194,332.82866167744226,0.176503494888669,168.32998850517097,0,normal
3.2,startup,47.24795323467053,328.07799492397595,0.16734027466248308,166.53786816654542,0,normal
3.3,startup,47.404047873879264,328.32228982226894,0.14476929270437727,174.6329370197949,0,normal
3.4,startup,48.63756192172019,336.4657188920352,0.15585208867297706,171.94727690765544,0,normal
3.5,startup,47.66008299626069,333.6182866198846,0.17192784071400796,167.17990226357932,0,normal
3.6,startup,46.6752031300966,335.58618983558324,0.1587549909699436,170.89303266365164,0,normal
3.7,startup,48.261502305627964,339.2311283146922,0.15707339631239034,173.06933501057972,0,normal
3.8,startup,47.76284390658077,336.68030923622723,0.14780388209714276,178.76301552430846,0,normal
3.9,startup,47.903145281496734,340.0227842773942,0.16337641399856032,172.14293869527197,0,normal
4.0,startup,46.78022198469618,341.9779233335921,0.15887561997986765,186.35305399341507,0,normal
4.1,startup,47.86190370421885,341.8260183767087,0.17496710735816143,174.40718787066814,0,normal
4.2,startup,48.51781953631506,341.74614843295404,0.15608537278828186,182.65386192721843,0,normal
4.3,startup,49.44258072477165,344.2882063933206,0.15700366781321157,175.22306408239464,0,normal
4.4,startup,50.18277865098841,342.3879314906674,0.1548377704542846,181.21194051805148,0,normal
4.5,startup,52.70996318544058,343.67686116928104,0.1395932554195832,185.59166456751987,0,normal
4.6,startup,50.11510659164502,344.7215892281209,0.16847423441059664,195.19847033793198,0,normal
4.7,startup,50.201448441690246,346.3077341080854,0.15785315561065175,189.65147940612755,0,normal
4.8,startup,50.392153353161206,341.8625268517039,0.1447830649349059,194.32637008326407,0,normal
4.9,startup,51.541074262634964,347.6477909842468,0.1503310271183311,194.2168922014058,0,normal
5.0,startup,51.720626120979794,348.78802033537977,0.19191035789987063,192.38142308811712,0,normal
5.1,startup,51.352226983483874,350.289570266218,0.14734042249302387,210.8885932796289,0,normal
5.2,startup,51.897480031190916,350.17300518917614,0.17884673438021528,196.24960533885073,0,normal
5.3,startup,52.01659616259555,353.19454042914845,0.1575607601280069,201.832829803648,0,normal
5.4,startup,51.564499546937896,354.54265147395256,0.15878864911215726,210.90120358100972,0,normal
5.5,startup,52.506494158178256,349.69485646775604,0.1592521300339462,207.04486028146707,0,normal
5.6,startup,50.85877377981432,349.8066907292527,0.15373970808635545,205.34039195835985,0,normal
5.7,startup,50.38649418157504,356.2249060444649,0.14675444120243736,216.9006549878491,0,normal
5.8,startup,52.18131818085689,354.5951319014973,0.1686778928664058,215.28292148636382,0,normal
5.9,startup,53.26532715970658,358.90382206511185,0.1544531372695917,220.6879014325351,0,normal
6.0,startup,52.017633610775434,360.7602806646849,0.16395096412263205,221.82558408041916,0,normal
6.1,startup,53.55278830504256,358.6696704402397,0.1588828606457603,225.99337157581667,0,normal
6.2,startup,52.17614050070321,364.5063184518867,0.15100070372059837,223.4202010188467,0,normal
6.3,startup,56.50724067470669,361.45505995708294,0.16306793856622462,223.2880087859606,0,normal
6.4,startup,53.478193035021135,361.83677537510926,0.15692078928017145,229.18321215006398,0,normal
6.5,startup,55.342571945584,360.2385211025056,0.1655646037776902,225.19789016077146,0,normal
6.6,startup,55.60893109784635,361.12132819229424,0.16681616106956887,232.1747190762652,0,normal
6.7,startup,53.937505616421966,365.62567082120785,0.1572871776991412,229.0206981332181,0,normal
6.8,startup,53.80174032722113,365.53804856900126,0.17868812339253995,238.64197369596826,0,normal
6.9,startup,54.40020513804095,365.4454564253609,0.1567336385259385,240.9531583332053,0,normal
7.0,startup,54.44223387525541,369.88209543220995,0.14734404813218996,238.6131988937612,0,normal
7.1,startup,56.895796779593255,365.79046919095106,0.17078337433620966,251.3483595126185,0,normal
7.2,startup,54.65109761667247,372.0438503625747,0.15926590942699767,243.91874220013537,0,normal
7.3,startup,53.452367247149766,372.65513808018403,0.15664172248811228,247.67352239221472,0,normal
7.4,startup,55.38764020493381,372.18056347024105,0.17162208651685204,261.3371512431178,0,normal
7.5,startup,54.539996622479,378.8527359292475,0.15215400525037304,244.78780813153847,0,normal
7.6,startup,56.0695828801693,373.9783634500408,0.16550615009403186,250.42354670137655,0,normal
7.7,startup,56.69200769408656,377.6703311559319,0.16756500855522746,255.18528545486518,0,normal
7.8,startup,55.34656435709921,379.6996917931521,0.155839670432884,260.0435127319558,0,normal
7.9,startup,56.76522878279408,374.31094265057544,0.1577090463051432,257.3181032065962,0,normal
8.0,startup,59.446465804111455,379.39689017091604,0.15848356958439172,264.721932586923,0,normal
8.1,startup,56.171313851819924,379.6791289938529,0.1671005232914747,265.4412058842452,0,normal
8.2,startup,57.626368180317506,382.35869167157784,0.160475849475158,262.74085655887956,0,normal
8.3,startup,57.075931013606215,379.18410437829897,0.17320116649413336,270.62634841911114,0,normal
