time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,startup,40.86119933110433,296.1035640324282,0.15336333208244313,99.90413426204945,0,normal
0.1,startup,40.032937193601434,300.9855990624279,0.13825559462227818,101.52418412248684,0,normal
0.2,startup,38.801396273249,301.45074234193277,0.15422797505825814,104.83814591846735,0,normal
0.3,startup,40.955376639333075,303.48180146751787,0.14918922799644144,104.36982925563451,0,normal
0.4,startup,39.64393793435061,305.30698997621835,0.15751275768966974,107.67026488741631,0,normal
0.5,startup,41.1491533185132,303.4104069596831,0.14980140090531893,106.39165744151678,0,normal
0.6,startup,41.9901270206508,303.695661994182,0.1642064461318174,111.80840549009928,0,normal
0.7,startup,38.89134536655148,303.2863895300994,0.15059855610123923,109.13301970688916,0,normal
0.8,startup,40.49153091174641,305.5799500171961,0.14220059281463399,113.66555416031893,0,normal
0.9,startup,39.135759250585835,305.24995487214665,0.15146937316834713,120.41054789004933,0,normal
1.0,startup,41.547435165438486,313.12118664881024,0.16164568706024307,122.33688660711275,0,normal
1.1,startup,41.47866047970387,308.7145435176423,0.1395510908583229,122.95692943601749,0,normal
1.2,startup,40.178136863749856,314.85439360989886,0.15265260037023667,124.78859445669968,0,normal
1.3,startup,39.74930382521936,310.5384420958748,0.1485703102977765,124.64783809682795,0,normal
1.4,startup,40.84510778400291,310.5622676890296,0.14388738155550415,126.59756035412818,0,normal
1.5,startup,43.01628193543497,317.36274699046214,0.17971990663616694,127.92472895052754,0,normal
1.6,startup,41.869107486731494,316.2531289565132,0.15862343291195383,124.43447254591408,0,normal
1.7,startup,43.81656753007882,315.8101199123932,0.16396917087072038,135.99370081482272,0,normal
1.8,startup,42.59897222357521,317.6680841869419,0.1566508440634229,144.12726200248173,0,normal
1.9,startup,42.077287371475165,315.715800199935,0.13826931265686676,133.6534054205084,0,normal
2.0,startup,43.00256260111644,314.19098024268305,0.15535008898334418,147.60921676067326,0,normal
2.1,startup,42.88381661382932,324.0022789327138,0.15507584342739994,136.6371036197129,0,normal
2.2,startup,44.62748335068967,321.308086545565,0.15761316066253236,138.62380841516145,0,normal
2.3,startup,42.98839243698075,321.29049901289494,0.14314451343889378,146.05093445876113,0,normal
2.4,startup,44.42968430778058,319.91589154434376,0.12472228011727064,146.13709750888012,0,normal
2.5,startup,44.64581094297665,325.1367883532292,0.16159031404930077,142.97650029520133,0,normal
2.6,startup,44.16427623127885,325.65125586153573,0.1570658750938799,145.53051398192824,0,normal
2.7,startup,43.98728989299649,324.0815635382668,0.16190472423059157,160.66001306780527,0,normal
2.8,startup,44.75363088971731,331.17099913106443,0.16142792306785705,160.07103217499989,0,normal
2.9,startup,45.32487176458307,331.12669236064943,0.15185073866586293,157.6535451109335,0,normal
3.0,startup,44.29552976098253,328.1341146711095,0.15760035694810007,166.05882639502778,0,normal
3.1,startup,44.05099654838445,329.661489334573,0.15880224681057897,162.9138617337193,0,normal
3.2,startup,44.9335441165117,328.071006094519,0.14263467000268637,170.00146420428388,0,normal
3.3,startup,45.52229375475776,330.12645987805485,0.15313581621111497,162.60085593110665,0,normal
3.4,startup,46.06666590662305,336.2339711288545,0.15524778866995134,159.43801541488943,0,normal
3.5,startup,47.08231857028503,334.0006635227844,0.15515521765943882,171.02421464208933,0,normal
3.6,startup,44.91583327714723,337.41962030599154,0.15173775645172244,181.49913220883093,0,normal
3.7,startup,47.35005679817187,335.33589025195965,0.1481006460032424,165.9274392378014,0,normal
3.8,startup,46.80072132400521,333.7788999672856,0.15960984646804052,176.54699528574736,0,normal
3.9,startup,46.99542756798686,341.24374766365844,0.17573673300264495,179.86070001451282,0,normal
4.0,startup,47.04887756191413,337.56930684131567,0.1591851139436722,183.14078338647886,0,normal
4.1,startup,47.52382816547592,338.91509265547194,0.15833843472693365,181.88868194801347,0,normal
4.2,startup,47.233130062559894,340.1748779411719,0.1769798097746939,189.3968577061026,0,normal
4.3,startup,48.76972791400501,340.93535570153364,0.1706983811921733,177.47494654374717,0,normal
4.4,startup,47.66371531882802,343.76302914248754,0.1645911081382656,196.3268500372481,0,normal
4.5,startup,46.52051110261747,342.79246784380484,0.16399522826381335,182.64107429241525,0,normal
4.6,startup,46.93764808387262,345.2665105660265,0.174423866222112,190.68871232073334,0,normal
4.7,startup,47.75633814717626,347.69932908267975,0.14664484650789605,199.11110264286228,0,normal
4.8,startup,48.957502038128524,347.7829332892549,0.1666522903840121,191.53391411270232,0,normal
4.9,startup,48.73845275835996,350.3555054643486,0.1765835522540661,192.12500304119266,0,normal
5.0,startup,49.13583413606081,347.7535740278985,0.14896496796833134,197.51846860358222,0,normal
5.1,startup,48.426081470390656,352.86063913757863,0.16739036216775718,200.1213198095006,0,normal
5.2,startup,49.97233004658489,354.2273848776983,0.15173088546208052,206.56521741359555,0,normal
5.3,startup,49.60606397025984,348.95272687433743,0.17659845104442443,203.88410022248866,0,normal
5.4,startup,50.74136506864639,354.4818008594604,0.17597769417631973,206.37468821584653,0,normal
5.5,startup,51.532086052297736,353.4869845972989,0.17214048153032324,208.89365880534774,0,normal
5.6,startup,49.89885017008671,357.9023271118415,0.15270237252724655,207.52335038479725,0,normal
5.7,startup,51.60416064504477,357.67953092034173,0.15106326863816968,202.5227087230761,0,normal
5.8,startup,51.65343628407397,354.2702898950459,0.16738718795020618,220.0545248898467,0,normal
5.9,startup,49.50507047400672,356.1359939165155,0.1677137071487554,214.80044047798378,0,normal
6.0,startup,51.761113397462715,358.02021396481695,0.15289288417629,222.09478486058902,0,normal
6.1,startup,52.913213217977386,357.77653200739246,0.16103249152960408,217.67732138730062,0,normal
6.2,startup,53.07176925134508,358.57705204864055,0.16986594705392294,221.853993754875,0,normal
6.3,startup,51.23917739945402,358.6885773832873,0.15478652596246179,225.72237136994397,0,normal
6.4,startup,51.043038459452895,364.77032881250796,0.17321379838327133,228.30353147796154,0,normal
6.5,startup,53.1973815565547,364.17453829200633,0.17614510410578368,214.1773577145797,0,normal
6.6,startup,52.49130674890971,361.27297530738684,0.14168951256976323,232.03039326448405,0,normal
6.7,startup,53.869934696669226,365.2426782957531,0.16092843180517016,234.82744819020638,0,normal
6.8,startup,53.425351615186415,369.79330065792817,0.15515693895351912,239.05183296668622,0,normal
6.9,startup,52.837028627575485,371.22384884458006,0.17025194339323507,235.1080351459324,0,normal
7.0,startup,52.26021590476811,369.4524538464783,0.1626387864406588,239.86662072182648,0,normal
7.1,startup,52.425388151277815,367.35284811787386,0.19054871791999964,233.57625131909967,0,normal
7.2,startup,54.95915794246809,368.57194803014426,0.18269206166734098,248.12388808296524,0,normal
7.3,startup,52.62234063407134,372.4929872944602,0.16463105501031844,244.31837558432616,0,normal
7.4,startup,53.391911285339305,376.07460445496935,0.16479913439602764,251.88087272136815,0,normal
7.5,startup,54.50398252617281,376.9240451030866,0.17120309432007086,248.65215435812405,0,normal
7.6,startup,54.40069498974277,372.51922557067235,0.15977547216043714,247.3128784067222,0,normal
7.7,startup,55.943843648004204,377.4531053882023,0.1654098818188941,248.80741371326715,0,normal
7.8,startup,54.57396347176521,379.5599346016572,0.1729983499455399,253.10238438542854,0,normal
7.9,startup,53.889870982636715,376.7030004777157,0.16135818189641574,252.25559634259608,0,normal
8.0,startup,54.540365984630014,376.905879858989,0.20237515063688222,256.3216781194828,0,normal
8.1,startup,55.01537994821553,381.18324519358896,0.16593447400019035,265.5855541151889,0,normal
8.2,startup,56.785243826552986,378.7672510239713,0.18618850693844696,260.7072287419524,0,normal
8.3,startup,56.08830155145953,381.6098683084642,0.16559378190377783,261.51143006852254,0,normal
8.4,startup,56.56759081977379,380.9346218343205,0.17259703183170647,270.5699305837285,0,normal
8.5,startup,56.878875041672075,383.7310431297293,0.15605320955858096,264.78818502408933,0,normal
8.6,startup,56.11491587358941,386.8699851549046,0.17785810660292514,266.52211251486176,0,normal
8.7,startup,55.625273003749435,386.4795840674234,0.16686013407874023,267.84397173808503,0,normal
8.8,startup,56.59943643599509,385.7361374965913,0.1743837954978432,287.9623637416449,0,normal
8.9,startup,56.00405858990699,386.0432841255728,0.16872915909992917,271.23253273773736,0,normal
9.0,startup,57.48428426459637,389.59536835208,0.16639209354323,276.99582841125095,0,normal
9.1,startup,58.41959291665408,389.5707143379607,0.18612068702957807,285.1339031774147,0,normal
9.2,startup,58.10158074843091,384.2444320798891,0.1854820890679812,286.48436037440337,0,normal
9.3,startup,56.35606015030939,392.26172329976686,0.15854336035513267,288.34790279736734,0,normal
9.4,startup,56.86236543447489,391.40205890309414,0.15958686019379986,285.9665814275262,0,normal
9.5,startup,58.544154219405755,391.2520824552612,0.1571982242537064,286.7556076665277,0,normal
9.6,startup,59.56737399173725,393.95060134858034,0.174334216276154,292.1996481347444,0,normal
9.7,startup,55.51040602116552,397.5503468339779,0.18755177167226422,290.2801936905693,0,normal
9.8,startup,58.86142594962524,395.7393272967903,0.16723564268644778,299.4855470107614,0,normal
