time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,startup,39.8926388103882,301.4440718815391,0.15357165315724428,99.35646725306978,0,normal
0.1,startup,41.33730092879455,300.9955916881199,0.13499524793311274,103.7790835037103,0,normal
0.2,startup,41.94133570024367,300.8244963018108,0.15842875255079308,98.66358101428996,0,normal
0.3,startup,38.86909595179726,302.7377603045262,0.12996659342589617,107.54568125077829,0,normal
0.4,startup,41.85704789172501,301.4336074941974,0.1630962098603438,93.91173386719662,0,normal
0.5,startup,40.61908584198701,305.3921699843201,0.14231923675378877,112.3277009579962,0,normal
0.6,startup,41.40842722864697,304.89867319343307,0.15616367683332424,117.50827436979438,0,normal
0.7,startup,42.51551306241845,309.94324033018216,0.15103766318511022,103.39463917552463,0,normal
0.8,startup,41.79622126670192,305.39819989277044,0.14766637059924176,111.5605963627371,0,normal
0.9,startup,42.81461759580095,305.872985759167,0.16549723837736327,108.04434915767654,0,normal
1.0,startup,42.82197331446039,306.7981760738674,0.14515712335301906,121.94247314179097,0,normal
1.1,startup,43.54856388080371,312.2340953770656,0.1506003202673131,121.45255368024593,0,normal
1.2,startup,45.14316868902099,311.6850066368045,0.13398625076039627,126.83656379530372,0,normal
1.3,startup,44.223935313865596,308.02318992940485,0.15454329779512765,130.33946522016473,0,normal
1.4,startup,43.150539200218184,313.27398258815805,0.1636171153504702,121.85470333570268,0,normal
1.5,startup,44.35853649752505,315.2662546584716,0.15220634676483874,132.64477858813007,0,normal
1.6,startup,44.85475136489509,315.25180953949473,0.15523853503056684,128.8011747788489,0,normal
1.7,startup,44.55239957046262,314.9043960646807,0.12662554888697483,132.36032008920935,0,normal
1.8,startup,45.19104393105045,317.68455773068996,0.15659595900816295,139.69977277826789,0,normal
1.9,startup,42.87745342167284,315.9367475205751,0.14200644897989217,138.92369484969754,0,normal
2.0,startup,44.14157373302003,322.14448175595885,0.14717618549739636,140.48368470458345,0,normal
2.1,startup,45.03410182301727,322.81770683591157,0.163240454625937,147.00697247028427,0,normal
2.2,startup,45.54979698627991,322.98148755233103,0.14179249997553123,135.92078322371668,0,normal
2.3,startup,45.45961560635948,315.2145557232374,0.1664300331082317,144.61250853910025,0,normal
2.4,startup,46.18582717245045,326.9218979206562,0.16646421077400173,145.71794946288068,0,normal
2.5,startup,48.10897438865572,323.1873796192121,0.16197927827795022,145.07949014648096,0,normal
2.6,startup,46.1540794765459,327.75610137096,0.13925765665109455,146.9000842711584,0,normal
2.7,startup,45.475844288341484,325.6720329405048,0.1629425044331832,150.41972453678085,0,normal
2.8,startup,45.60922425645182,325.11249182356966,0.1539288874332663,150.54572830822258,0,normal
2.9,startup,48.1371797539672,330.0457017671607,0.1581266802599451,160.47747455618673,0,normal
3.0,startup,45.10137419817856,327.2350401447295,0.1563059144370608,154.19164717503546,0,normal
3.1,startup,47.591583617057395,332.41060477260913,0.15337575734607814,156.9932172653859,0,normal
3.2,startup,47.985705063434374,336.9174692412432,0.14552221226666778,157.30284273126176,0,normal
3.3,startup,47.73222185736867,334.07057469886564,0.14605564626184678,170.89119937363347,0,normal
3.4,startup,46.55243106800197,339.4248002181585,0.15504412916500018,167.52074364192245,0,normal
3.5,startup,47.929747927548775,337.7629282806264,0.17914915472287998,164.5940663205198,0,normal
3.6,startup,47.84122679610316,333.62596284924007,0.15919690398139566,167.4410138990643,0,normal
3.7,startup,48.26109783670048,337.84077398592933,0.1795138852346184,179.403106628103,0,normal
3.8,startup,49.43003466478763,337.3023147667587,0.1544480572254821,184.71784597802437,0,normal
3.9,startup,48.622823868640985,335.5684480022524,0.1571753394445086,174.4692288778368,0,normal
