time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario,pressure_kpa_z,pressure_kpa_alert,temperature_k_z,temperature_k_alert,vibration_g_z,vibration_g_alert,thrust_n_z,thrust_n_alert,active_sensors,status,ai_anomaly,pressure_risk,temperature_risk,vibration_risk,thrust_risk,overall_risk,risk_level,primary_risk_sensor,elevated_sensor_count,risk_explanation
0.0,startup,40.52001635930504,299.73452963634463,0.1520554426733506,113.06162377410948,0,normal,1.6174988695460155,False,1.6702461509024562,False,0.6343302187376505,False,1.4666825418202394,False,0,NORMAL,0,27.63878784755951,28.39814683620284,11.914833971822025,25.422885975864318,26.62907772378361,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.1,startup,39.14535026965939,298.99469951564527,0.1564216433418765,102.1100853241346,0,normal,1.8492273907466057,False,1.6958136301107225,False,0.2926258524663853,False,1.6554392148487105,False,0,NORMAL,0,30.91589275687905,28.76334809129264,5.684549956311791,28.18579174634689,28.28091876516904,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.2,startup,40.04133200580144,297.6584048480224,0.135993190808178,116.11744476653053,0,normal,1.6981910595947582,False,1.741994077722489,False,1.8913822901284247,False,1.4140135395120494,False,0,NORMAL,0,28.79721206305249,29.418267084699824,31.49589106221411,24.633153397472896,30.477475006090113,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
0.3,startup,40.05206951899943,300.45290010514566,0.1657723380487907,110.46888666663818,0,normal,1.6963810287272747,False,1.6454202868141703,False,0.4391712983276359,False,1.5113700012743827,False,0,NORMAL,0,28.771431548177905,28.041747200479627,8.40873321840634,26.08644861778986,26.69091205749034,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.4,startup,40.98408330286965,306.85193420522376,0.1598421989145622,105.2583538793167,0,normal,1.5392707475458398,False,1.4242787480619032,False,0.0249288630252596,False,1.6011768204836807,False,0,NORMAL,0,26.497748641400598,24.787725950853844,0.49733642710928505,27.402185222712394,24.74010756594472,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.5,startup,41.44458637653644,307.702347175178,0.1544618554834334,108.0012997551201,0,normal,1.4616433898384569,False,1.3948896824921062,False,0.4460013198430386,False,1.5539004181609546,False,0,NORMAL,0,25.347687005939513,24.344340468146118,8.533761868675837,26.712497063694695,24.795223151966464,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.6,startup,43.0133349032595,304.531615015557,0.1702593063170038,115.25107668893888,0,normal,1.1971982427796215,False,1.504465686898978,False,0.7903270891325226,False,1.4289459398036857,False,0,NORMAL,0,21.293122735436476,25.98431363774878,14.620607320143419,24.857899215415124,24.480948869051794,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.7,startup,39.71561042956253,302.063066832411,0.1338125654863476,111.97169346966696,0,normal,1.7530981965013104,False,1.589775209424942,False,2.062040775672266,False,1.4854681781067969,False,0,NORMAL,0,29.57484274605363,27.23644992002222,33.79459998408226,25.702555976858932,32.143479244517465,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
0.8,startup,41.14052708218425,309.2625071967081,0.1671397105314886,106.82242570041592,0,normal,1.5128988992077836,False,1.3409727658973454,False,0.5461835918818844,False,1.574219056085844,False,0,NORMAL,0,26.109046417832516,23.524101966264976,10.348182994781595,27.00971319929075,25.168029980128846,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.9,startup,41.08583537243517,310.12658195645844,0.1609814880566677,109.88526076800258,0,normal,1.5221183228318529,False,1.3111115682572432,False,0.064233340881033,False,1.5214291617679443,False,0,NORMAL,0,26.245167284284854,23.066003008343372,1.2764501964965258,26.23500079186931,23.781338096872137,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.0,startup,42.04211124360326,308.92457329494323,0.156562898361583,118.78305305816644,0,normal,1.36091816291323,False,1.3526512820396377,False,0.2815710566253736,False,1.368070099234263,False,0,NORMAL,0,23.82856273312971,23.702518523025063,5.47579165433385,23.937439500358394,22.29196301118207,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
1.1,startup,42.48356125646286,309.0432834684395,0.1522850688369304,134.3165538327499,0,normal,1.2865025943366408,False,1.348548826884384,False,0.6163593858185514,False,1.1003404154013694,False,0,NORMAL,0,22.686416305562098,23.639891434812753,11.597671585754622,19.75358381293467,22.162716207296402,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
