time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario,pressure_kpa_z,pressure_kpa_alert,temperature_k_z,temperature_k_alert,vibration_g_z,vibration_g_alert,thrust_n_z,thrust_n_alert,active_sensors,status,ai_anomaly,pressure_risk,temperature_risk,vibration_risk,thrust_risk,overall_risk,risk_level,primary_risk_sensor,elevated_sensor_count,risk_explanation
0.0,startup,40.49549151466225,305.22093811247737,0.1571249991995826,98.1709458941973,0,normal,1.6216330414911555,False,1.4806436587668592,False,0.2375803367270033,False,1.723332767593525,False,0,NORMAL,0,27.69859385795864,25.630831487685768,4.6404848733132,29.154345357068724,26.573696844996974,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.1,startup,37.80951250678998,304.6744829911912,0.1460732861740532,107.18018548693952,0,normal,2.074410591005387,False,1.4995283723799346,False,1.1025013246291449,False,1.5680528405028886,False,0,NORMAL,0,33.95818726065629,25.911189795567168,19.788257364002238,26.919642902644668,31.398333485177744,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.2,startup,41.304150909785015,305.8183322832677,0.174771341998071,107.21854486644756,0,normal,1.485316704601616,False,1.4599985638815869,False,1.1434446872554094,False,1.5673916924013276,False,0,NORMAL,0,25.700305123910216,25.323124953700304,20.442403109209828,26.909978875852193,26.09936982478777,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.3,startup,40.911945343816775,306.7326629825586,0.1412808874428276,98.6077747989601,0,normal,1.5514310988483588,False,1.428400592280347,False,1.47756048834952,False,1.7158037458837136,False,0,NORMAL,0,26.67629407548222,24.849703056735507,25.584958781738454,29.04758530299447,28.169802803429587,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.4,startup,41.066000636568816,309.1616867376966,0.1761659922852806,112.75932429839696,0,normal,1.5254618795292465,False,1.3444569779041613,False,1.252591776164148,False,1.471892863963963,False,0,NORMAL,0,26.294471490285087,23.577375051069303,22.16028077790806,25.5005596560689,25.6255165790268,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.5,startup,40.66226864283865,310.5608829973302,0.1442412094848193,112.8550048166034,0,normal,1.5935192925789667,False,1.296102740525113,False,1.245881954971632,False,1.470243749880788,False,0,NORMAL,0,27.290916081309767,22.834718229151964,22.055752537483386,25.47598398823172,26.28411540101682,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.6,startup,42.11631799868013,306.39709454781865,0.1512685679714479,111.39509297774067,0,normal,1.3484090730720084,False,1.4399973612386778,False,0.6959120244679261,False,1.4954062512843451,False,0,NORMAL,0,23.63775708172742,25.02380120724762,12.993069091663878,25.85008400098152,24.459216846529777,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.7,startup,42.73064206643861,307.47468417329026,0.1532507395580888,123.17118892160391,0,normal,1.2448519919510947,False,1.4027573928007286,False,0.5407847783162474,False,1.2924378097470015,False,0,NORMAL,0,22.03969494515754,24.463294216719145,10.25132802483284,22.778136411608084,22.860230930720235,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.8,startup,41.70033838983551,312.0754700045878,0.1518820446165101,114.66383813660804,0,normal,1.418531076032023,False,1.2437607626389429,False,0.6479005691689704,False,1.439067366662419,False,0,NORMAL,0,24.70121714118235,22.022678574336794,12.15357915385107,25.0098544185989,23.59654668478658,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.9,startup,41.76103780874092,308.7964514310476,0.1542529232017154,119.52751333194718,0,normal,1.4082989282496388,False,1.357078991860615,False,0.462352623490785,False,1.355238856836439,False,0,NORMAL,0,24.546965707859325,23.77005323781004,8.832391750384883,23.741993395751305,23.03352556814155,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
