time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario,pressure_kpa_z,pressure_kpa_alert,temperature_k_z,temperature_k_alert,vibration_g_z,vibration_g_alert,thrust_n_z,thrust_n_alert,active_sensors,status,ai_anomaly,pressure_risk,temperature_risk,vibration_risk,thrust_risk,overall_risk,risk_level,primary_risk_sensor,elevated_sensor_count,risk_explanation
0.0,startup,41.36981434066013,295.3334847045074,0.144566610426664,100.93985494268712,0,normal,1.4742477694992966,False,1.8223400189961545,False,1.220415667217466,False,1.6756088736128971,False,0,NORMAL,0,25.53563922340275,30.543394088799136,21.657749705477524,28.47490184407675,29.1467285831231,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.1,startup,40.73769951180971,298.90907510127846,0.1389098930425965,103.35309303269028,0,normal,1.5808038529160555,False,1.6987726883766576,False,1.6631174978575654,False,1.6340151929464497,False,0,NORMAL,0,27.105775172381453,28.805494299487556,28.295989075068896,27.877421731441977,28.530980819025153,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.2,startup,40.03579150852044,299.45112091462835,0.1480530889050978,104.3663961682648,0,normal,1.699125025487504,False,1.680040354189385,False,0.947559468101485,False,1.6165502742490403,False,0,NORMAL,0,28.81051101601727,28.53826617678982,17.263712350096363,27.62505824411071,27.672617591774966,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.3,startup,42.9224331684879,300.867432857875,0.1655290697702109,111.34859414608772,0,normal,1.2125216182028278,False,1.631094623070535,False,0.4201328162978847,False,1.4962076879777026,False,0,NORMAL,0,21.533964501795268,27.83528161943306,8.059316667161854,25.86196834119964,25.3808545264706,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.4,startup,42.308743861262144,302.4466813765952,0.1543774184519588,105.13530497621696,0,normal,1.3159716972519853,False,1.5765180350980204,False,0.452609468327337,False,1.603297645943501,False,0,NORMAL,0,23.140748505074715,27.04326611244483,8.654566518159923,27.43297215166193,25.380192811222628,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.5,startup,42.14070341210092,301.44626143128687,0.1604316486308309,115.31128380536312,0,normal,1.3442984051553213,False,1.6110911288874794,False,0.0212022145494173,False,1.427908232175594,False,0,NORMAL,0,23.57495130349313,27.54599402414207,0.42314649265391413,24.84230249075209,24.588705617908452,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.6,startup,40.11692322118088,301.7816444610476,0.1462391814614162,120.04709576626756,0,normal,1.6854485902143228,False,1.5995007672621548,False,1.0895181503915532,False,1.3462835258467027,False,0,NORMAL,0,28.61552077280227,27.37784558322054,19.579706109345707,23.605287870021506,27.2781950316681,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.7,startup,41.60831940376704,302.042292561709,0.1437753550963582,114.93190963362215,0,normal,1.4340427873666064,False,1.5904931387432797,False,1.2823403064466996,False,1.4344469853213606,False,0,NORMAL,0,24.93445775471659,27.24689698716044,22.622029230898388,24.94052577717467,26.438075144774917,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.8,startup,42.1329608975377,309.96006610955146,0.1605932255884903,118.30355314072033,0,normal,1.345603566796845,False,1.316866119652929,False,0.0338474308627762,False,1.376334582763037,False,0,NORMAL,0,23.594898108401463,23.154496202664554,0.6746624816667324,24.063059209237903,21.89611113617707,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.9,startup,40.9634775356822,305.9596131555152,0.164131437590336,116.30438100581252,0,normal,1.5427442775867108,False,1.4551160974036068,False,0.310752360711605,False,1.4107915755152556,False,0,NORMAL,0,26.548793364442936,25.250167870627582,6.02585287606,24.584571893107142,24.467536962258702,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.0,startup,43.75680461346517,309.1775441078981,0.149325327699993,124.40945606179037,0,normal,1.0718709812714824,False,1.3439089696904087,False,0.8479924568348793,False,1.271095494530767,False,0,NORMAL,0,19.295366520235046,23.568998546800668,15.599637668401423,22.447813256194127,22.39963295468817,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
1.1,startup,42.22404106085018,308.8127637099895,0.1394805537914752,124.59454614241751,0,normal,1.3302501135371152,False,1.3565152626462762,False,1.61845686854725,False,1.267905350242881,False,0,NORMAL,0,23.359921090031012,23.76145814368912,27.652650913230826,22.39831693472173,26.476803463246398,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
1.2,startup,43.6178462849945,305.49124531218814,0.1647237596923989,122.40587321191278,0,normal,1.095295293697284,False,1.4713022254903705,False,0.3571082348180985,False,1.3056285087376125,False,0,NORMAL,0,19.67257236134866,25.49175868911452,6.893077316206986,22.981589995727745,23.135555504634254,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
1.3,startup,42.3652613322108,312.8004366702614,0.1533772833556236,118.44181620045524,0,normal,1.306444503656699,False,1.218706943346248,False,0.5308813012603508,False,1.3739515317170576,False,0,NORMAL,0,22.994158296380828,21.630972075539944,10.073387076856777,24.026858261816642,22.50592824485781,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
1.4,startup,43.03033429464105,310.87826855438146,0.1493076157027432,130.36716915436224,0,normal,1.194332642285197,False,1.2851343460195737,False,0.8493786200589531,False,1.168410551465566,False,0,NORMAL,0,21.24800131339383,22.665256574362203,15.623032960954685,20.83865783393971,21.765224783067342,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
1.5,startup,42.06195020046775,312.51625684659103,0.1498037320086658,123.27649788551356,0,normal,1.3575738946789304,False,1.2285277948225732,False,0.8105519327895927,False,1.2906227433288484,False,0,NORMAL,0,23.777598147502708,21.78475111870415,14.965266755584416,22.750098760626802,22.74223883933834,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.6,startup,43.01100092445345,315.5121453892886,0.172226250227873,128.31484719389903,0,normal,1.1975916833840807,False,1.1249941377266777,False,0.9442625981895528,False,1.203783614986262,False,0,NORMAL,0,21.29931578804666,20.148284501600877,17.20914020487162,21.3967173159759,20.91254381380265,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
1.7,startup,44.02856400576095,313.3479901806569,0.1483076283558988,125.00192824432632,0,normal,1.0260602912621692,False,1.1997842709640845,False,0.9276388899306336,False,1.26088386275426,False,0,NORMAL,0,18.552541795933188,21.33381985072399,16.93342389615442,22.289264532287454,21.410063827558012,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
