time_s,phase,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario,pressure_kpa_z,pressure_kpa_alert,temperature_k_z,temperature_k_alert,vibration_g_z,vibration_g_alert,thrust_n_z,thrust_n_alert,active_sensors,status,ai_anomaly,pressure_risk,temperature_risk,vibration_risk,thrust_risk,overall_risk,risk_level,primary_risk_sensor,elevated_sensor_count,risk_explanation
0.0,startup,42.15724257857692,302.5715570392859,0.1538585122852102,96.09916309672772,0,normal,1.341510385127591,False,1.5722025093845713,False,0.4932197188229805,False,1.7590412509152336,False,0,NORMAL,0,23.532324506884105,26.980269597835527,9.393473921753525,29.658501125907776,27.114925532673386,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.1,startup,38.95287436204296,300.9599222553624,0.1543279173150535,108.0460327432864,0,normal,1.8816732026966136,False,1.6278983207288438,False,0.4564834896790958,False,1.5531294168939214,False,0,NORMAL,0,31.362739349267887,27.78913481942261,8.725313938857681,26.701195240820795,28.66138912000641,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.2,startup,40.20247723555246,303.9706886944643,0.1654199461713934,105.39326377585397,0,normal,1.6710266841366006,False,1.5238505046438278,False,0.4115926659452081,False,1.5988515633204692,False,0,NORMAL,0,28.409323489009385,26.270714214791578,7.9021450265902455,27.368415653258804,26.336737626425474,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.3,startup,41.97808778434076,309.3440035168395,0.1569478483769152,99.71141385557492,0,normal,1.3717106467380618,False,1.3381563687107314,False,0.2514443833408829,False,1.69678183060647,False,0,NORMAL,0,23.992801216168857,23.48101253089463,4.9045323800009815,28.777141028155395,25.806246794382744,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.4,startup,41.580232928657615,305.05415768623425,0.1569787849261391,111.97291281904052,0,normal,1.438777346101901,False,1.486407353648984,False,0.2490232500147454,False,1.4854471618512213,False,0,NORMAL,0,25.00550455563417,25.716510334713462,4.858473468260449,25.702243685388183,23.827970771413426,NORMAL,Temperature,0,Telemetry remains within the expected prototype operating envelope.
0.5,startup,40.32325374094567,302.49778620934865,0.1367133263099982,107.96774364919662,0,normal,1.650667295626655,False,1.5747519245919626,False,1.8350235782962487,False,1.5544787788125507,False,0,NORMAL,0,28.117220709850532,27.01749162981305,30.71936220021161,26.720973895009102,29.81790216818992,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
0.6,startup,42.57308099058253,302.836233498293,0.1396300244144728,120.92305266071764,0,normal,1.271412183827447,False,1.5630556665172055,False,1.6067591092400002,False,1.3311858562482246,False,0,NORMAL,0,22.45272509013514,26.846567339726946,27.48319238679272,23.374262827015336,26.627790470236405,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
0.7,startup,40.86123640475181,304.7595099294041,0.1556463685436137,104.8824993686395,0,normal,1.5599791437515431,False,1.4965899620421057,False,0.353299835120489,False,1.6076549100509354,False,0,NORMAL,0,26.80154184875957,25.86763633386203,6.822132625824306,27.49618334604006,25.48392491344356,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
0.8,startup,41.31302578537875,310.77371815573184,0.17505420613753,118.50491462875284,0,normal,1.4838206599892805,False,1.2887474594477797,False,1.165581991253243,False,1.3728639905050912,False,0,NORMAL,0,25.678070666058506,22.72112022774727,20.79386263998302,24.01033168001935,24.846042139146242,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
0.9,startup,41.78360715167913,310.21317237552626,0.1406778711661891,124.1659366009641,0,normal,1.4044943967325434,False,1.3081191262395289,False,1.5247533020342805,False,1.2752927060415715,False,0,NORMAL,0,24.489531170074542,23.01994512212504,26.284025534374322,22.512886525923058,25.511425578186792,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
1.0,startup,40.20564629671168,311.80421050648965,0.1422559889637239,129.28059851473043,0,normal,1.6704924730568689,False,1.2531351059964608,False,1.4012478145757534,False,1.1871382818099534,False,0,NORMAL,0,28.401674173862233,22.16873884666607,24.44048506042448,21.134605698725608,26.87381979373231,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.1,startup,41.744618098364015,308.0710846671675,0.1620231578826044,124.04933042192786,0,normal,1.411066811470766,False,1.3821466379796197,False,0.1457557340915524,False,1.2773024870883152,False,0,NORMAL,0,24.58872318633063,24.151277864705676,2.873035094563303,22.54402669341735,22.471413069528893,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.2,startup,43.1247670654138,311.3069823248316,0.162108980510342,119.00353360179254,0,normal,1.178414037404441,False,1.2703186064253005,False,0.1524723210854139,False,1.3642699779935374,False,0,NORMAL,0,20.996877381113677,22.43576244571841,3.0034198427537073,23.879608136166908,21.674366221511853,NORMAL,Thrust,0,Telemetry remains within the expected prototype operating envelope.
1.3,startup,42.29634483251257,315.12930314909744,0.1499406856318695,125.97589256490194,0,normal,1.3180618110753384,False,1.13822462232344,False,0.7998337696591825,False,1.2440969733468898,False,0,NORMAL,0,23.172870707501446,20.35930057237394,14.78278801323527,22.027921760141368,22.092368052035493,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
1.4,startup,43.59033516268433,312.8400377022215,0.1431011117505083,129.40151110237477,0,normal,1.0999328647681952,False,1.2173383878725823,False,1.3351074403228531,False,1.185054277094519,False,0,NORMAL,0,19.747042650807412,21.609518667229565,23.43433811902572,21.10172767668459,22.747924649819605,NORMAL,Vibration,0,Telemetry remains within the expected prototype operating envelope.
1.5,startup,42.24497370533246,314.7871277905068,0.1508274432268692,129.29687811539583,0,normal,1.3267214815389643,False,1.150049717195323,False,0.730435002850348,False,1.1868576926238887,False,0,NORMAL,0,23.305815073297943,20.547429785384885,13.591747575781154,21.13017981918224,22.024107369837708,NORMAL,Pressure,0,Telemetry remains within the expected prototype operating envelope.
