time_s,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,38.652055096830395,301.04498477909516,0.17702152852163647,0.8801416915156088,0,normal
0.1,41.98601072933251,299.0240493951874,0.16765872425302766,12.14023094817248,0,normal
0.2,42.31002485441131,302.67928230972655,0.1251940764935748,-2.9614441766094615,0,normal
0.3,39.92649091106564,309.04172544932567,0.14265636071175028,9.963230207601846,0,normal
0.4,43.532651574104214,312.88952469257293,0.17491034682207957,17.42722794747892,0,normal
0.5,42.00095703365882,310.776115036329,0.15940457169212943,25.02706894923361,0,normal
0.6,42.09471698975319,310.8850365603827,0.18582603819553115,22.567022477838925,0,normal
0.7,44.683739937174764,315.7651628054884,0.15145236677538376,27.500301812369226,0,normal
0.8,43.45457341828234,321.1941273625772,0.17228787144749147,32.40419530084462,0,normal
0.9,43.105136201944866,322.28304335735646,0.15496812456714812,27.90291703951155,0,normal
1.0,44.68059140758774,323.9168156100274,0.15589438621493787,25.904305942161994,0,normal
1.1,45.40935776375298,323.27492748891046,0.1485271762917796,25.79161972883741,0,normal
1.2,46.42461394286315,332.2714255335025,0.17470812262668853,45.26312278416664,0,normal
1.3,46.0325837288592,338.7846678446456,0.16312054607684875,41.75991755810836,0,normal
1.4,47.78271922472128,330.96204374203586,0.13547241846752253,43.84842279386121,0,normal
1.5,48.444065213307546,340.7604835901564,0.1443268659833864,53.31142885110915,0,normal
1.6,48.56088282551499,340.2468128601187,0.1565670267029992,61.940170463525035,0,normal
1.7,49.09238347238304,348.91078356639724,0.1642794733511369,52.86944212560623,0,normal
1.8,46.57433882365018,343.8091282791254,0.1607860485330497,53.238083538981016,0,normal
1.9,50.448245316771086,351.096214024753,0.16958176878065356,69.26097097699741,0,normal
2.0,49.51755459294922,357.7856335614708,0.15620465243465106,74.70563774393946,0,normal
2.1,49.297632260452446,356.454019582582,0.15858797110379674,68.91736191933022,0,normal
2.2,51.59124796868494,358.43777302504884,0.14532029014662465,70.6979453372797,0,normal
2.3,50.28679453125296,361.70277207725906,0.16966073642775448,75.24554489676309,0,normal
2.4,53.030595415315545,367.24361181623897,0.19694429256341947,79.29620766795874,0,normal
2.5,55.520246024022455,368.12221315279254,0.16588110767319106,85.53176463064241,0,normal
2.6,55.34282367985732,367.27939701770134,0.14713025238949887,86.36706687883456,0,normal
2.7,54.02996410388041,380.173652045574,0.1600582782901919,93.4993138218786,0,normal
2.8,53.36963865254415,377.6150453037919,0.16398270047541982,95.62971607065711,0,normal
2.9,55.72402391969116,379.4601658656893,0.16807498980437374,96.15861851976847,0,normal
3.0,55.616944552816875,384.3756823198321,0.158736904755987,96.76995950213616,0,normal
3.1,57.60512621942129,386.98873173639146,0.17704554325367797,102.08797470137804,0,normal
3.2,56.12493124941483,389.1842362969965,0.15934185521154226,102.77197638211803,0,normal
3.3,56.79329476586394,395.6176438410431,0.13963198464450383,112.64805692362161,0,normal
3.4,57.4788084400704,399.7756228462996,0.1464840392637551,115.15684652907734,0,normal
3.5,60.11524757611582,397.69052189024876,0.1514218094113287,117.5740183039329,0,normal
3.6,60.559624331370586,405.55715517455917,0.15011208960586597,129.81364561892659,0,normal
3.7,59.52456272187764,397.21525454355753,0.1873214458548237,114.66660920169545,0,normal
3.8,61.24001798883064,404.44320142785443,0.16085172297934197,128.5343803475127,0,normal
3.9,60.228015430141326,411.87120453724077,0.1553949138073742,133.40617019818663,0,normal
4.0,61.724818375373786,411.5281190964471,0.16804350445263014,136.79061866789326,0,normal
4.1,60.71901198201557,412.48246708471913,0.169787319629179,136.28747306800642,0,normal
4.2,62.69866912448247,419.9902621722074,0.1799222427122257,141.2027194131888,0,normal
4.3,62.66444895063776,418.7325730402562,0.18150234551462105,154.4278629418879,0,normal
4.4,63.899714663359795,425.7858312077706,0.14694009011255613,149.41529274869083,0,normal
4.5,63.92834160506276,424.1563278081804,0.15912368638294141,146.3929198683755,0,normal
4.6,64.17894984633152,431.97203754827365,0.18769028278578215,149.68228799134576,0,normal
4.7,66.60838904947174,436.67069501223995,0.18279486303524015,153.5352537883423,0,normal
4.8,64.90739349145815,434.6707032732599,0.1869971890191487,164.47159774525184,0,normal
4.9,64.35373536877037,432.48996556270595,0.1705956207891714,166.43258644581698,0,normal
5.0,67.21014005530951,441.04403996997326,0.18278785046565443,167.5839552046704,0,normal
5.1,66.20713854810239,445.7617863923333,0.1623834592760956,177.05255657334433,0,normal
5.2,67.3959266687089,447.5025483321605,0.18444719551408795,175.3677988887293,0,normal
5.3,68.83882148287807,453.15476897476344,0.18963012984550112,164.6465088262922,0,normal
5.4,68.19418444643124,458.1538748896185,0.17363689527529663,184.35338183768764,0,normal
5.5,68.65520975556086,455.62249369831665,0.17973134869454324,181.7336101013471,0,normal
5.6,69.95433347253201,464.35523404586985,0.16728933353660685,184.3828258546029,0,normal
