time_s,pressure_kpa,temperature_k,vibration_g,thrust_n,anomaly,scenario
0.0,39.3255455530818,301.7193575066648,0.1377480289477632,6.146829988090806,0,normal
0.1,41.6963007546787,309.7167179316237,0.15536423536329577,6.193041487237092,0,normal
0.2,42.220650146845564,300.0284773953965,0.1363990959527318,8.79226694535284,0,normal
0.3,41.64173929875979,302.60141395844244,0.12051151817032471,5.577819649357997,0,normal
0.4,42.15322457130747,309.72634262655833,0.13553568957412385,13.591291569032805,0,normal
0.5,42.376414102645754,314.33862969294324,0.1415908993894574,2.6996530191768144,0,normal
0.6,43.05444594014627,318.4743720624029,0.16899519351395453,22.850539975509328,0,normal
0.7,42.724345900521605,322.7463986306901,0.14337639635032817,21.613412176029563,0,normal
0.8,42.23323167819713,320.5507461505191,0.17710807171217377,16.86359464709446,0,normal
0.9,46.166626351098564,327.2889177932843,0.14144253506535176,29.361503978867336,0,normal
1.0,44.991366507378366,323.6728424130781,0.14838320464246177,35.743172363651254,0,normal
1.1,42.60302109266624,334.02297496929594,0.136879879296414,45.9748009517337,0,normal
1.2,44.9968881500462,334.95740465933505,0.151004685074536,37.36082048922992,0,normal
1.3,46.7539698956364,340.3323450756649,0.16183270800430313,49.38917906760861,0,normal
1.4,45.8879087673881,340.7567181311768,0.14972371705578208,52.86087210543545,0,normal
1.5,45.89183553811198,337.3657373033948,0.16631280149781844,52.8503092369766,0,normal
1.6,45.737457246651914,351.6495371166783,0.12166658183575442,53.664243837508884,0,normal
1.7,49.1531855278015,354.1573346678904,0.1319126302123057,58.977641925099185,0,normal
1.8,46.44571484264082,356.9724483852763,0.14849026159290082,54.20378489557233,0,normal
1.9,50.298280168773246,353.1711031390242,0.14115364667224092,53.782160566142196,0,normal
2.0,47.36439779254596,360.18339629903727,0.1392076204537479,59.98402195314573,0,normal
2.1,48.84935324541088,361.8735008415767,0.14861107812102875,59.56532340141038,0,normal
2.2,51.05254255082785,368.13278432185507,0.1429003801675362,71.37617087677987,0,normal
2.3,51.55589272742263,367.7483138491022,0.15845841782115067,75.78824811889942,0,normal
2.4,51.66956101442539,364.9072880134593,0.16451155169745924,81.08507275185605,0,normal
2.5,53.01348043188694,373.7504022774546,0.18089893950907832,85.86814882009662,0,normal
2.6,53.52958317998881,380.0029329720041,0.15907866380948935,84.26403243452664,0,normal
2.7,53.52737898612633,382.2773240058846,0.16006634754733579,94.83723888040765,0,normal
2.8,54.823732068847484,387.38327073569786,0.16929946233565368,90.37979888252318,0,normal
2.9,55.55882576020761,385.499269699836,0.13917669245679973,100.09289747367126,0,normal
3.0,54.69643003658548,382.9777434374461,0.18126398888299408,96.8704927438347,0,normal
3.1,54.18790790815051,387.91349659180014,0.16193622936027646,100.91485882153454,0,normal
3.2,55.53661400310021,397.23762557938153,0.16108947298879647,107.03531192895838,0,normal
3.3,54.71818782792117,395.4955467168041,0.17247803802438566,97.50700597634885,0,normal
3.4,57.42160805360123,402.7917452559975,0.1826135708033585,105.21073610682,0,normal
3.5,57.53875587308076,403.1389349778824,0.1795861895223149,112.60402877372168,0,normal
3.6,58.95618005646592,409.00757051619684,0.16947481569581943,108.53465900394461,0,normal
3.7,57.488631923684366,409.642558589994,0.1597983812964855,118.65943143700918,0,normal
3.8,60.464185401308235,413.96743857013735,0.1511002681290061,131.122034628383,0,normal
3.9,58.83835241492168,413.22567070352824,0.1571074362692383,119.08243469592688,0,normal
4.0,59.27239140548844,419.1985916587475,0.1344605474620235,126.15493382231531,0,normal
4.1,59.93884405317196,420.58466471902875,0.16903231451884865,135.23243161898696,0,normal
4.2,60.55667641845042,417.9320515742095,0.15943833012213213,129.7926647943627,0,normal
4.3,61.91127977916692,429.8766977738158,0.14396550693051047,163.8194780989591,0,normal
4.4,63.391920072294155,427.38824263354405,0.16791201859013205,150.07201364891344,0,normal
4.5,63.56602747534043,433.8852153740966,0.16834340291245106,157.9970597918163,0,normal
4.6,63.46375679415538,440.45586603636457,0.16241425295428155,149.38858362873475,0,normal
4.7,66.376060501077,443.3741816734161,0.16266917669878722,150.055009095083,0,normal
4.8,65.13335927461172,447.59642742123594,0.15801016046607982,148.90275226472156,0,normal
4.9,66.60676949564211,445.55652127731656,0.18033530031297113,176.26334222032554,0,normal
5.0,65.15015764051233,450.319351438755,0.15191259089552187,153.2670781856505,0,normal
5.1,65.4379859318193,454.08051669130464,0.17432478251851607,170.4724603978787,0,normal
5.2,66.10310381698844,452.5515282895981,0.15501967854668716,172.72029626587835,0,normal
5.3,68.52369186970309,459.67247584754585,0.16149899293896125,176.32745752108326,0,normal
5.4,69.87552262774119,459.5430244067079,0.15243208341512385,178.74941036049145,0,normal
5.5,67.90203253795276,465.9753360047906,0.17298247195336666,176.26942292712772,0,normal
5.6,68.32700861739141,466.75858861103893,0.1858491080471786,180.05428399535003,0,normal
5.7,69.40997362026646,472.1321541400126,0.16081530407937608,207.00380947433484,0,normal
5.8,70.07292311631116,478.64110832063943,0.1510462030713511,191.73037893501626,0,normal
5.9,69.84712458204682,478.2153373078864,0.13255414573584914,197.35205341377227,0,normal
6.0,69.14964146406425,476.0701054311245,0.15524327602483795,201.1460487177408,0,normal
6.1,69.89795892472299,484.65644751593214,0.18060916247335196,192.49782049601845,0,normal
6.2,73.15860867302034,482.3174361757573,0.1912925323392675,201.03563745044585,0,normal
6.3,72.95375793761082,487.23841921205053,0.17926814736175073,207.20731599657805,0,normal
6.4,72.6582992374945,493.88871599415455,0.16496637189266927,216.36778156313122,0,normal
6.5,73.90892334955052,497.0396613083635,0.16901969404065284,212.76475120389654,0,normal
6.6,73.43723732839915,502.87494767116505,0.16921418051850484,222.28627244536773,0,normal
6.7,74.2933609691779,500.99751484677984,0.1490902776252502,213.06018038737105,0,normal
6.8,76.60361574846543,507.63825071468915,0.15891937957849997,225.35324358509337,0,normal
6.9,77.73342192016997,509.38035146327667,0.1724787318092466,224.0706830181634,0,normal
7.0,75.52389957262999,515.9797962804222,0.16872248580713248,230.903549385585,0,normal
7.1,77.12705064453841,510.2081019341192,0.17978502072949362,230.26139702218282,0,normal
7.2,76.62180197531055,519.1580808385969,0.16454344580457936,245.822672695473,0,normal
7.3,79.81627175308321,517.2998112187972,0.18191338430884066,236.6449939461776,0,normal
7.4,76.8037714593103,517.6789090702592,0.17926675015264207,253.3580730958721,0,normal
7.5,76.79763922537892,526.5290773543242,0.1787224332540153,245.02270994643342,0,normal
7.6,80.20947112575737,527.4168725701747,0.17310729875284514,264.5205903939282,0,normal
7.7,79.81664694881214,533.7133713800858,0.15878081653031675,251.5288546362347,0,normal
7.8,80.02572417703529,536.9334843562661,0.1590696345631123,257.2964371890488,0,normal
7.9,81.14687034248766,529.9332363819468,0.16803946718549498,259.6143617735183,0,normal
8.0,81.6371441274756,536.1400663647062,0.15204152621098302,259.0335170927093,0,normal
8.1,81.4796164947052,539.5385651446323,0.16906695264837146,276.13666072945443,0,normal
8.2,82.24336095128233,549.3299250667123,0.15850097960307913,275.07501618918377,0,normal
8.3,82.63078715874258,547.5605818204727,0.17702920760105664,270.2617317197456,0,normal
8.4,83.19854124131969,552.795486284389,0.1742936188266974,282.28640758238527,0,normal
8.5,85.52742689244047,556.9084384509405,0.19580193740822635,272.5442764625416,0,normal
8.6,83.28609933385229,553.3827769258211,0.17568815055507042,284.30324523366374,0,normal
8.7,85.77076079102783,556.8657236115661,0.1920741782534579,289.2191678339581,0,normal
8.8,85.49142819955924,563.5879716940362,0.17501803696459306,293.35855435916915,0,normal
8.9,86.34632397069737,566.4670509451115,0.1499709438941426,288.1314538142308,0,normal
9.0,86.51915237312818,569.5964011857355,0.1782536108060803,308.0605370824287,0,normal
9.1,86.14012059540448,574.7034709479692,0.1945107930441597,291.6041688467584,0,normal
9.2,85.58670572340067,574.7721525964511,0.17341053641311052,305.48368952009855,0,normal
9.3,86.0386760126335,578.3176772594875,0.15663937095692398,314.0399983381974,0,normal
9.4,89.80972110293749,583.0715269981524,0.17727975602843957,318.34937483031473,0,normal
9.5,90.73907058097184,584.6865981623295,0.17486429682722462,314.07618377382585,0,normal
9.6,89.32588426927802,587.1974535236982,0.16486894833974267,320.6254038353142,0,normal
9.7,89.33889181195424,588.919995082804,0.17514874191344626,313.5068780389233,0,normal
9.8,89.00487747061823,589.0811823416271,0.16225724174065354,306.9889629635262,0,normal
9.9,92.15622905305136,596.4455413248076,0.1915397943822132,323.9672627437722,0,normal
10.0,90.79676048909752,601.6431783838325,0.1809540216668333,333.0147046660308,0,normal
10.1,90.62563318359939,603.8895307485423,0.16482833874742794,327.4042000187622,0,normal
10.2,92.70252339051835,602.6381971910798,0.18155176094667963,343.93972372750363,0,normal
10.3,93.97867131883875,610.2173747536657,0.17084624376003396,337.51858367084867,0,normal
10.4,93.47092851842739,607.5812881626448,0.1796613049395299,342.3417683247382,0,normal
10.5,95.18897810252665,615.9763688945781,0.17571898740860104,343.28679576029657,0,normal
10.6,93.13881541379797,618.4186373452812,0.1923837261903333,353.07618027331614,0,normal
10.7,94.15750011043644,623.1290254639796,0.19668198287998362,349.0804803488074,0,normal
10.8,96.61126654258398,622.3704195909801,0.17941385382234734,358.76389915469593,0,normal
10.9,95.13333218000446,627.2250398409627,0.17313080532825076,364.0679583243079,0,normal
11.0,96.20545666480844,633.1047411282942,0.1597770465135157,358.62129388110924,0,normal
11.1,97.37175561417514,632.0729267336595,0.17582337684796526,366.8720127044074,0,normal
11.2,98.41168853005809,629.8957258797371,0.17962205003610887,370.4477507085971,0,normal
11.3,100.45859853815817,634.1091599170378,0.16583949662032596,373.9015216127912,0,normal
11.4,98.41552628243151,637.7806637191923,0.18384189860208117,377.547070763899,0,normal
11.5,99.62861540209205,641.9073357922699,0.1967465955387188,380.30356928925113,0,normal
11.6,98.59413246513047,643.5907736629423,0.17293956746737948,379.50621257329124,0,normal
11.7,99.02537887992588,652.6041091274018,0.1830027993699963,388.7231884657168,0,normal
11.8,101.84857665233687,654.276566189724,0.19776853102201294,384.63021501254406,0,normal
11.9,101.89210453755481,654.1340684675556,0.16650740580859774,395.09678276449824,0,normal
12.0,103.43586423025634,656.8399511330899,0.16394711844549192,399.3635974956826,0,normal
